QB DVOA,QB,PRE W/L,TM,DAVE O,D,RUSH OFF,RUSH DEF,QB DVOA1,QB1,PRE W/L1,TM1,DAVE O,D1,RUSH OFF,PASS OFF,RUSH DEF,ATS,QBE,DIFDW1,DIFDW1O,ST,O DIFF,D DIFF,QBRUND,Eyds/GM,ID,12-6.5% MOVE,NET Yds/Drive,NET Pts/Drive,NET TOs/Drive,NET Avg. Lead,NET LOS/Drive,OFF TDs/Drive,OFF Stops/Drive,d3Outs/Drive,TTL Open O/U,TTL Close O/U,2nd HF SIDE,1st HF Margin,1st HF ATS Margin,INT/Drive,BOFF,BETTER SP,AVG TT,AVG CAY,AVG IAY,AVG AYD,AVG AGG,AYTS,AVG ATT,AVG YDS,AVG TD,AVG INT,AVG RATE,AVGCOMP,AVG xCOMP,AVG YPP,AVG xYPP,AVG xYards,AVG YPP +/-,TEAM,closeline,push
0.102,61.1,L,0.024,0.113,0.06,0.26,0.144,-0.012,68.6,L,0.083,0.146,0.043,0.171,0.149,0.159,0,0,-0.017,0.057,-0.03,0.091,-0.076,0,21.5,201611CIN-3BUF1316,0,0.494949495,-0.212121212,-0.050505051,-1.358585859,-2.272727273,0.202020202,0.464646465,0.222222222,1,1,0,2,-1,0.04040404,0,0,2.488044164,7.245741325,9.366246057,-2.120504732,17.98611987,0.033753943,35.22222222,283.6666667,1.111111111,0.444444444,95.82744479,24.18611987,22.22256782,8.05362776,7.510659382,272.1908864,0.542968378,CIN,-3,0
-0.271,52.6,W,0.019,-0.23,-0.224,-0.137,-0.074,0.329,82.6,W,0.219,0.247,0.041,0.464,0.118,0.211,0,0,-0.053,0.24,0.026,-0.192,0.175,0,6.666666667,201611BAL6.5DAL1727,0,5.252877398,0.087155963,-0.055963303,1.254628857,-0.09616347,0.127272727,0.518181818,0.28440367,0,1,0,0,6.5,0.081818182,0,1,2.570580475,5.667282322,8.501055409,-2.833773087,18.99841689,-0.699208443,42.11111111,263.7777778,1,1,78.32691293,26.84168865,26.88367282,6.263852243,6.281567181,267.1234512,-0.017714938,BAL,6.5,0
0.329,82.6,W,0.219,0.247,0.041,0.464,0.211,-0.271,52.6,W,0.019,-0.23,-0.224,-0.137,-0.269,-0.074,1,1,0.24,-0.053,0.013,0.254,-0.037,0,26.66666667,201611DAL-6.5BAL2717,0,5.544444444,0.977777778,-0.033333333,5.15,0.888888889,0.333333333,0.3,0.177777778,0,1,1,0,-6.5,0.022222222,1,0,2.894714286,7.539642857,8.82,-1.280357143,18.93,-0.129285714,31.11111111,259.8888889,1.555555556,0.222222222,106.0907143,21.09642857,18.93582857,8.353571429,7.597977434,240.1173571,0.755593994,DAL,-6.5,0
0.124,68,L,0.054,0.12,0.051,0.315,0.146,-0.034,56.2,L,-0.364,-0.11,0.216,-0.066,-0.014,0.404,1,1,-0.104,-0.165,-0.014,-0.045,-0.044,0,4.888888889,201611PIT-10CLE249,0,-2.316930618,0.116515837,0.007918552,0.488122172,1.905354449,0.259615385,0.471153846,0.225490196,1,1,0,14,4,0.076923077,1,1,2.507318612,6.441640379,9.567507886,-3.125867508,15.14826498,0.848895899,39.625,294.625,2.5,0.875,96.25078864,26.28706625,26.85559937,7.43533123,7.354515167,297.9513312,0.080816063,PIT,-10,0
-0.034,56.2,L,-0.364,-0.11,0.216,-0.066,0.404,0.124,68,L,0.054,0.12,0.051,0.315,-0.083,0.146,0,0,-0.165,-0.104,-0.038,0.007,-0.121,0,1.3,201611CLE10PIT924,0,-7.985856511,-1.110619469,0.072139697,-4.991387484,-7.725426675,0.169642857,0.491071429,0.168141593,1,1,1,-14,-4,0.098214286,0,0,2.89,9,14.1,-5.1,21.2,4.6,33,260,2,2,80.4,20,19.338,7.878787879,7.720734619,254.7842424,0.15805326,CLE,10,0
-0.19,52.3,W,0.138,-0.005,-0.121,-0.045,-0.104,-0.203,43.1,W,-0.081,-0.198,-0.058,-0.111,-0.248,0.032,1,1,0.275,-0.091,0.022,0.076,0.153,0,12.77777778,201611MIA-1LARM1410,0,-3.079207921,-0.158415842,-0.00990099,-2.603960396,-1.415841584,0.207920792,0.475247525,0.168316832,1,1,1,-7,-8,0.069306931,1,0,2.658792453,6.263018868,8.013207547,-1.750188679,14.72528302,-0.633584906,29.44444444,235.2222222,1.111111111,0.777777778,91.81811321,20.74339623,19.32208679,7.988679245,7.65633778,238.2002755,0.332341465,MIA,-1,0
-0.203,43.1,W,-0.081,-0.198,-0.058,-0.111,0.032,-0.19,52.3,W,0.138,-0.005,-0.121,-0.045,0.089,-0.104,0,0,-0.091,0.275,0.059,-0.159,-0.003,0,12.33333333,201611LARM1MIA1014,0,-3.951704545,-0.260416667,0.026830808,-2.142992424,1.201704545,0.131313131,0.555555556,0.28125,1,1,0,7,8,0.111111111,0,1,2.382076677,6.153035144,8.395846645,-2.242811502,23.64504792,-0.273801917,34.77777778,241,1,1.222222222,76.16549521,22.37060703,22.32666134,6.92971246,6.744280549,241.8095495,0.185431911,LAR,1,0
0.488,86.9,L,0.209,0.199,0.009,0.595,0.234,-0.212,60.1,L,-0.18,-0.096,0.097,-0.139,-0.017,0.121,0,1,0.032,-0.022,0.02,0.1,-0.066,0,3.222222222,201611NE-13.5SF3017,0,2.471774194,0.85047043,-0.008064516,7.53343414,5.407258065,0.311827957,0.430107527,0.197916667,1,1,1,3,-10.5,0.010752688,1,1,2.560843373,6.960240964,8.684939759,-1.724698795,15.68554217,-0.262048193,33.2,327,2.4,0.2,124.3457831,24.64457831,22.91440361,9.84939759,9.328315504,317.9660783,0.521082087,NE,-13.5,0
-0.212,60.1,L,-0.18,-0.096,0.097,-0.139,0.121,0.488,86.9,L,0.209,0.199,0.009,0.595,-0.107,0.234,1,0,-0.022,0.032,0.014,0.013,-0.054,1,33.22222222,201611SF13.5NE1730,0,-7.602766798,-0.682608696,0.005533597,-4.985770751,-2.270355731,0.190909091,0.518181818,0.156521739,1,1,0,-3,10.5,0.072727273,0,0,2.818181818,6.638636364,9.225,-2.586363636,10.61136364,0.24469697,33,234.5,1.25,0.5,82.20833333,17.93181818,21.72630303,7.106060606,7.904660752,270.9684091,-0.798600146,SF,13.5,0
-0.083,45.8,W,0.313,-0.066,-0.269,0.015,-0.342,0.157,63.7,W,0.242,0.066,-0.164,0.297,-0.159,-0.074,0,0,0.399,-0.002,0.11,0.005,0.319,0,-2.111111111,201611PHI6SEA1526,0,1.141923077,0.548846154,-0.053846154,2.509230769,4.850769231,0.19,0.42,0.221153846,1,1,0,-9,-3,0.05,0,1,2.534308682,5.767202572,7.892604502,-2.125401929,22.51511254,-1.431511254,34.55555556,235.6666667,1,0.555555556,87.57620579,23.47588424,22.24559807,6.819935691,6.594354909,235.1834502,0.225580782,PHI,6,0
0.157,63.7,W,0.242,0.066,-0.164,0.297,-0.074,-0.083,45.8,W,0.313,-0.066,-0.269,0.015,-0.048,-0.342,1,1,-0.002,0.399,0.013,-0.063,0.067,0,6.5,201611SEA-6PHI2615,0,-0.658440071,0.321566177,-0.039154431,3.755597209,0.982922004,0.195876289,0.453608247,0.222222222,1,1,1,9,3,0.030927835,1,0,2.506776316,7.171052632,8.316447368,-1.145394737,16.10592105,-0.963486842,33.77777778,271.3333333,1.111111111,0.222222222,99.43486842,23.08552632,21.41516447,8.032894737,7.480793992,255.1958487,0.552100745,SEA,-6,0
0.004,72,L,0.015,0.021,-0.032,0.095,0.127,0.172,66.6,W,0.093,0.122,0.045,0.301,0.006,0.057,0,1,-0.07,0.182,-0.038,-0.083,0.036,1,23.33333333,201611GB2WAS2442,0,2.134875651,-0.070213997,0.037941006,-1.134759977,-1.659803355,0.263157895,0.357894737,0.186813187,0,0,0,-3,-1,0.073684211,0,0,2.843794038,5.878861789,9.222493225,-3.343631436,16.53875339,0.6899729,41,267.7777778,2.444444444,0.777777778,92.84227642,27.2195122,26.76720596,6.531165312,6.454157165,275.0787669,0.077008147,GB,2,0
0.172,66.6,W,0.093,0.122,0.045,0.301,0.057,0.004,72,L,0.015,0.021,-0.032,0.095,-0.068,0.127,1,0,0.182,-0.07,0.015,0.14,0.011,0,1.5,201611WAS-2GB4224,0,4.820512821,0.072196621,-0.002599551,-0.243589744,0.495096302,0.215053763,0.333333333,0.175824176,0,0,1,3,1,0.075268817,1,1,2.752379603,7.144475921,9.318696884,-2.174220963,14.43569405,0.409631728,39.22222222,301.7777778,1.555555556,0.777777778,95.0305949,27.43342776,23.50874221,7.694050992,6.992021135,285.9724108,0.702029857,WAS,-2,0
-0.306,49.5,W,-0.275,-0.225,-0.014,-0.254,-0.007,0.198,66.6,W,0.093,0.178,0.102,0.404,0.084,0.203,0,0,-0.22,0.121,-0.063,-0.138,0.003,0,10.77777778,201611HOU5.5OAK2027,0,1.112460303,-0.252101625,0.033439193,-1.871287129,-1.151223613,0.128712871,0.485148515,0.301886792,0,0,0,0,5.5,0.089108911,0,0,2.493055556,6.358024691,9.502469136,-3.144444444,22.52654321,0.839506173,36,202,1.222222222,1,74.0904321,21.41666667,21.84292284,5.611111111,5.586452993,203.482466,0.024658118,HOU,5.5,0
0.198,66.6,W,0.093,0.178,0.102,0.404,0.203,-0.306,49.5,W,-0.275,-0.225,-0.014,-0.254,-0.171,-0.007,1,1,0.121,-0.22,0.011,0.197,-0.114,0,5.222222222,201611OAK-5.5HOU2720,0,-1.40952381,0.20952381,-0.076190476,1.466666667,5.00952381,0.266666667,0.447619048,0.2,0,0,1,0,-5.5,0.028571429,1,1,2.505056497,6.000282486,8.149152542,-2.148870056,20.33276836,-1.178813559,39.33333333,278.3333333,1.888888889,0.333333333,99.12683616,27.20621469,25.29159605,7.076271186,6.729577685,282.6654774,0.346693502,OAK,-5.5,0
0.047,49.6,W,0.044,-0.087,-0.105,0.154,-0.119,0.129,70.5,W,-0.129,-0.013,0.184,0.257,-0.277,0.383,1,0,0.047,-0.134,0.026,-0.069,0.128,0,0,201612MIN3DET1316,0,0.17043248,0.055251545,-0.124183583,1.644439541,5.183583407,0.174757282,0.563106796,0.245454545,1,1,1,-3,0,0.019417476,0,0,2.401414791,5.122186495,6.868167203,-1.745980707,21.55530547,-1.878135048,34.55555556,242.6666667,1.333333333,0.222222222,99.69131833,24.62057878,22.49450804,7.022508039,6.51956323,228.9883987,0.502944809,MIN,3,1
0.129,70.5,W,-0.129,-0.013,0.184,0.257,0.383,0.047,49.6,W,0.044,-0.087,-0.105,0.154,-0.289,-0.119,1,1,-0.134,0.047,0.068,-0.016,-0.199,0,10.7,201612DET-3MIN1613,0,-2.596102151,-0.128696237,-0.028897849,-0.643313172,-3.606518817,0.23655914,0.440860215,0.15625,1,1,1,3,0,0.053763441,1,1,2.545771429,5.339428571,7.280571429,-1.941142857,21.42142857,-1.757142857,35,263.8,1.7,0.5,99.68485714,24.09428571,22.28846857,7.537142857,7.113178995,253.0171057,0.423963862,DET,-3,1
0.22,71.1,W,0.127,0.175,0.067,0.366,0.091,0.386,84.5,W,0.197,0.268,0.091,0.517,0.107,0.245,1,0,0.216,0.218,0.018,0.184,-0.009,0,2.888888889,201612WAS6DAL2631,0,5.796306872,0.260708167,-0.020654864,0.244812488,0.956786598,0.252427184,0.330097087,0.18627451,0,0,1,-11,-5,0.067961165,0,1,2.743577023,7.501305483,9.419060052,-1.917754569,14.61305483,0.581201044,38.3,309.1,1.7,0.7,99.0073107,26.92950392,23.08899739,8.070496084,7.330439845,290.1553812,0.740056239,WAS,6,0
0.386,84.5,W,0.197,0.268,0.091,0.517,0.245,0.22,71.1,W,0.127,0.175,0.067,0.366,0.03,0.091,0,1,0.218,0.216,0.02,0.278,-0.083,0,26.1,201612DAL-6WAS3126,0,6.03030303,0.98989899,-0.03030303,4.717171717,1.151515152,0.333333333,0.313131313,0.171717172,0,0,0,11,5,0.02020202,1,0,2.885063291,7.500949367,8.772151899,-1.271202532,20.25949367,-0.080379747,31.6,264,1.7,0.2,108.4955696,21.76898734,19.38698734,8.35443038,7.576328106,243.1441646,0.778102273,DAL,-6,0
0.063,65.6,W,0.085,0.084,-0.011,0.234,0.085,-0.063,68.6,W,-0.128,-0.017,0.175,0.062,0.035,0.28,1,0,-0.073,-0.102,-0.009,-0.086,0.001,0,4.4,201612PIT-2IND287,0,-1.175266175,0.199262899,-0.00990991,0.983128583,1.446273546,0.252252252,0.468468468,0.209090909,1,1,1,14,12,0.072072072,1,0,2.530028329,6.049858357,9.295467422,-3.245609065,15.02096317,0.639943343,39.22222222,280.4444444,2.222222222,0.777777778,94.0529745,25.95184136,26.44077337,7.150141643,7.074781483,284.4962266,0.07536016,PIT,-2,0
-0.063,68.6,W,-0.128,-0.017,0.175,0.062,0.28,0.063,65.6,W,0.085,0.084,-0.011,0.234,-0.037,0.085,0,1,-0.102,-0.073,0.064,0.007,-0.171,1,29.3,201612IND2PIT728,0,-4.364285714,-0.065873016,0.025661376,1.097354497,0.278835979,0.25,0.407407407,0.2,1,1,0,-14,-12,0.074074074,0,1,2.9476,7.317066667,8.840266667,-1.5232,19.99466667,-0.293066667,37.5,282.6,1.9,0.8,93.92906667,24.13066667,21.792296,7.536,7.045468907,266.1233147,0.490531093,IND,2,0
0.058,67.9,L,0.013,-0.029,-0.052,0.172,-0.011,-0.288,54.4,L,-0.258,-0.207,-0.017,-0.223,-0.171,0.024,1,1,-0.003,-0.203,-0.012,-0.09,0.112,0,0,201612SD-1HOU2113,1,3.794810259,0.149467527,0.024448778,4.337858107,1.065246738,0.256637168,0.345132743,0.237288136,1,1,1,7,6,0.097345133,1,1,2.515718157,6.648509485,8.15203252,-1.503523035,17.88292683,-0.388075881,36.9,288.6,2,1.1,90.61490515,23.33333333,24.34583198,7.821138211,7.854095165,299.286981,-0.032956953,LAC,-1,0
-0.288,54.4,L,-0.258,-0.207,-0.017,-0.223,0.024,0.058,67.9,L,0.013,-0.029,-0.052,0.172,-0.153,-0.011,0,0,-0.203,-0.003,-0.069,-0.127,0.008,0,11.4,201612HOU1SD1321,0,1.174281274,-0.25959596,0.032167832,-1.705439005,-1.240870241,0.136363636,0.481818182,0.299145299,1,1,0,-7,-6,0.090909091,0,0,2.534628099,6.298071625,9.405509642,-3.107438017,22.58815427,0.792286501,36.3,206.1,1.2,1,74.88650138,21.90909091,22.14429477,5.67768595,5.63247044,206.8230937,0.04521551,HOU,1,0
0.082,64.6,L,-0.028,0.114,0.111,0.295,0.229,-1.442,13,L,-0.05,-0.044,0.013,0.049,-0.087,0.084,1,1,0.057,0.043,-0.032,0.125,-0.033,0,19.54545455,201612TEN-2CHI2721,0,1.46486676,0.309607293,0.02657784,0.751507714,0.267040673,0.282258065,0.451612903,0.234782609,0,0,0,14,12,0.064516129,1,0,2.686197183,7.830704225,9.587042254,-1.756338028,20.27690141,0.607042254,32.27272727,252,2.090909091,0.727272727,99.12366197,21.38309859,19.82314085,7.808450704,7.348591949,239.7584141,0.459858756,TEN,-2,0
-1.442,13,L,-0.05,-0.044,0.013,0.049,0.084,0.082,64.6,L,-0.028,0.114,0.111,0.295,-0.012,0.229,0,0,0.043,0.057,0.006,-0.042,0.031,0,0,201612CHI2TEN2127,0,-1.014332366,-0.766328012,0.064586357,-2.04399492,-4.390239478,0.141509434,0.509433962,0.298076923,0,0,1,-14,-12,0.066037736,0,1,2.768029197,8.01459854,9.531386861,-1.516788321,22.62189781,0.086131387,27.4,211.8,0.8,1,78.07737226,16.62773723,17.22753285,7.729927007,7.878071131,220.9611022,-0.148144124,CHI,2,0
-0.142,49.6,L,-0.198,-0.167,-0.008,-0.029,0.045,-0.062,66.2,W,0.102,0.103,0,0.101,0.143,0.084,1,0,-0.112,0.076,-0.039,-0.071,-0.014,0,13.3,201612JAC7BUF2128,0,0.587824675,-0.504058442,0.124188312,-6.455275974,-3.691233766,0.1875,0.464285714,0.245454545,0,0,0,1,8,0.116071429,0,0,2.603590361,5.812048193,8.734216867,-2.922168675,23.61349398,0.084819277,41.5,262.3,1.8,1.3,80.01590361,25.77349398,25.41643373,6.320481928,6.280622554,265.7123422,0.039859374,JAC,7,1
-0.062,66.2,W,0.102,0.103,0,0.101,0.084,-0.142,49.6,L,-0.198,-0.167,-0.008,-0.029,-0.339,0.045,1,1,0.076,-0.112,-0.002,0.074,0.013,0,34.2,201612BUF-7JAC2821,0,-0.67607124,0.19802504,-0.064891554,2.233909363,3.075559866,0.254716981,0.471698113,0.271028037,0,0,1,-1,-8,0.037735849,1,1,3.168101695,7.169491525,9.861355932,-2.691864407,13.55491525,0.653220339,29.5,193.5,1,0.4,86.1840678,18.98983051,18.31022373,6.559322034,6.430559042,197.7273424,0.128762992,BUF,-7,1
0.046,57.1,L,-0.005,0.058,0.03,0.199,0.099,-0.236,54,L,0.01,-0.175,-0.163,-0.104,-0.199,0.009,0,1,-0.046,-0.062,-0.034,0.05,-0.054,1,22.44444444,201612CIN3BAL1419,0,0.472727273,-0.227272727,-0.036363636,-1.395454545,-3.036363636,0.2,0.472727273,0.209090909,1,1,1,-13,-10,0.054545455,1,0,2.490666667,7.049166667,9.238888889,-2.189722222,17.78472222,-0.006111111,36,276,1.1,0.6,91.18972222,24.16388889,22.500925,7.666666667,7.195947612,264.7221722,0.470719054,CIN,3,0
-0.236,54,L,0.01,-0.175,-0.163,-0.104,0.009,0.046,57.1,L,-0.005,0.058,0.03,0.199,-0.001,0.099,1,0,-0.062,-0.046,0.021,-0.146,0.116,0,7.7,201612BAL-3CIN1914,0,4.015667284,-0.00448654,-0.051630822,1.130038456,-0.372311637,0.134453782,0.521008403,0.279661017,1,1,0,13,10,0.075630252,0,1,2.589975845,5.695410628,8.653140097,-2.957729469,18.60120773,-0.597826087,41.4,264.3,1,0.9,80.02391304,26.51690821,26.59634541,6.384057971,6.409279065,267.5972295,-0.025221094,BAL,-3,0
-0.097,56.2,L,-0.021,-0.108,-0.152,-0.098,-0.164,0.355,81,L,0.195,0.251,0.077,0.49,0.008,0.151,0,0,-0.203,0.26,-0.066,-0.226,0.086,0,0,201612ARI4.5ATL1938,0,6.795836838,0.359545837,0.017031119,0.155908326,2.846229324,0.211382114,0.471544715,0.275862069,0,0,0,-4,0.5,0.097560976,0,0,2.573197832,7.53197832,10.37886179,-2.846883469,19.77696477,1.106775068,41,293.5555556,1.444444444,1.111111111,83.65284553,25.93224932,24.92989431,7.159891599,6.910007834,290.5375989,0.249883765,ARI,4.5,0
0.355,81,L,0.195,0.251,0.077,0.49,0.151,-0.097,56.2,L,-0.021,-0.108,-0.152,-0.098,-0.017,-0.164,1,1,0.26,-0.203,0.021,0.226,-0.023,0,4.1,201612ATL-4.5ARI3819,0,2.868650218,0.271226415,-0.017416546,3.174709724,2.190312046,0.317307692,0.317307692,0.169811321,0,0,1,4,-0.5,0.048076923,1,1,2.649306358,7.825144509,9.664450867,-1.839306358,20.50433526,0.367052023,34.6,324.7,2.4,0.5,114.4294798,23.98554913,21.87472832,9.384393064,8.754446811,306.1808237,0.629946252,ATL,-4.5,0
-0.231,55.4,L,-0.184,-0.092,0.097,-0.127,0.121,-0.181,54.2,W,0.146,0.016,-0.117,-0.021,0.094,-0.098,1,1,-0.026,0.283,0.005,0.011,-0.057,1,34,201612SF7MIA2431,0,-7.992776729,-0.707750374,0.005466259,-5.212565888,-2.915403137,0.190082645,0.537190083,0.165354331,0,0,1,-7,0,0.066115702,0,0,2.911111111,6.816666667,9.590740741,-2.774074074,11.10925926,0.606790123,32.4,228.8,1.4,0.4,85.02160494,17.57407407,21.14180247,7.061728395,7.821373781,262.2052469,-0.759645386,SF,7,1
-0.181,54.2,W,0.146,0.016,-0.117,-0.021,-0.098,-0.231,55.4,L,-0.184,-0.092,0.097,-0.127,-0.021,0.121,1,0,0.283,-0.026,0.013,0.093,0.146,0,15,201612MIA-7SF3124,0,-2.684210526,-0.105263158,-0.00877193,-2.995614035,-1.921052632,0.201754386,0.50877193,0.184210526,0,0,0,7,0,0.070175439,1,1,2.620267559,6.130769231,8.148160535,-2.017391304,16.73511706,-0.618394649,29.9,228.9,1.2,0.8,91.53177258,21.11371237,19.29774247,7.655518395,7.278199823,227.8583579,0.377318572,MIA,-7,1
-0.198,43.9,W,-0.081,-0.204,-0.06,-0.103,0.03,0.28,74.6,L,0.058,0.158,0.068,0.37,-0.022,0.217,0,0,-0.091,0.077,0.062,-0.159,-0.004,0,11,201612LARM7NO2149,0,-3.496231979,-0.264252949,0.023836828,-1.180127785,1.745904325,0.125,0.5625,0.302752294,0,0,0,-7,0,0.098214286,0,1,2.35,4.1,7.9,-3.8,38.7,-0.7,31,134,0,0,65.8,17,16.647,4.322580645,4.273359001,132.474129,0.049221644,LAR,7,0
0.28,74.6,L,0.058,0.158,0.068,0.37,0.217,-0.198,43.9,W,-0.081,-0.204,-0.06,-0.103,-0.24,0.03,1,1,0.077,-0.091,-0.033,0.089,-0.014,0,8.2,201612NO-7LARM4921,0,1.698577082,0.175044203,-0.01406079,-0.049002273,-4.287109539,0.306306306,0.342342342,0.14953271,0,0,1,7,0,0.072072072,1,0,2.381738095,6.210238095,7.384285714,-1.174047619,16.90357143,-0.985952381,42,327.7,2.6,0.8,106.2438095,30.6,29.17073571,7.802380952,7.46548139,322.4454881,0.336899562,NO,-7,0
-0.008,59,W,0.033,-0.02,-0.091,0.086,-0.061,-0.468,35.5,L,-0.374,-0.166,0.184,-0.119,-0.049,0.323,1,1,0.059,-0.175,-0.038,-0.015,0.101,0,0,201612NYG-7CLE2713,0,0.525121065,0.001513317,0.067039952,-0.842236683,-4.423728814,0.196428571,0.517857143,0.211864407,1,1,1,8,1,0.089285714,1,0,2.506476684,5.433160622,7.843264249,-2.410103627,19.16010363,-0.902072539,38.6,270.8,1.7,1,88.26528497,25.10103627,25.49940155,7.015544041,7.056685831,277.4090259,-0.04114179,NYG,-7,0
-0.468,35.5,L,-0.374,-0.166,0.184,-0.119,0.323,-0.008,59,W,0.033,-0.02,-0.091,0.086,-0.143,-0.061,0,0,-0.175,0.059,-0.025,-0.043,-0.089,0,0.454545455,201612CLE7NYG1327,0,-8.391666667,-1.125,0.083333333,-5.166666667,-6.933333333,0.166666667,0.483333333,0.183333333,1,1,0,-8,-1,0.1,0,1,2.774036697,7.27706422,10.95779817,-3.680733945,18.3559633,1.817431193,36.33333333,239.6666667,1.666666667,1.333333333,74.67522936,20.76146789,22.36572477,6.596330275,6.815334545,270.8423853,-0.21900427,CLE,7,0
0.199,65.9,W,0.278,0.117,-0.154,0.364,-0.073,0.071,65.9,W,-0.064,-0.03,0.014,0.251,-0.287,0.095,0,1,0.034,-0.022,0.006,-0.022,0.06,0,6.555555556,201612SEA-4.5TB514,0,0.545616883,0.38262987,-0.052597403,4.414853896,1.758766234,0.2,0.454545455,0.223214286,1,1,0,-9,-13.5,0.027272727,1,1,2.554268657,7.247761194,8.546268657,-1.298507463,17.29910448,-0.763283582,33.5,271.4,1.1,0.2,99.28358209,22.61492537,20.87352836,8.101492537,7.536626536,254.7713493,0.564866001,SEA,-4.5,0
0.071,65.9,W,-0.064,-0.03,0.014,0.251,0.095,0.199,65.9,W,0.278,0.117,-0.154,0.364,-0.128,-0.073,1,1,-0.022,0.034,-0.02,0.01,-0.032,0,3.2,201612TB4.5SEA145,0,-1.166666667,-0.228070175,0,-1.600877193,-1.394736842,0.228070175,0.447368421,0.201754386,1,1,1,9,13.5,0.087719298,0,0,2.855396825,8.013227513,10.6521164,-2.638888889,21.16587302,1.333068783,37.8,268,2,1,88.33121693,23.94444444,23.40407937,7.08994709,6.861412458,270.3359233,0.228534632,TB,4.5,0
-0.05,61.2,W,-0.047,-0.026,-0.02,0.127,0.095,0.224,67,W,0.089,0.168,0.101,0.415,0.039,0.208,1,0,-0.114,0.117,-0.04,-0.078,-0.009,1,29.6,201612CAR4OAK3235,0,1.010013973,0.017310977,0.02763546,2.189295141,1.916938364,0.212389381,0.424778761,0.289473684,0,0,1,-17,-13,0.097345133,0,0,2.661774194,8.110967742,10.15322581,-2.042258065,22.58580645,0.873870968,34.44444444,242.8888889,1.222222222,0.777777778,80.93064516,20.2,20.08912581,7.051612903,7.040799804,250.7732258,0.010813099,CAR,4,0
0.224,67,W,0.089,0.168,0.101,0.415,0.208,-0.05,61.2,W,-0.047,-0.026,-0.02,0.127,-0.088,0.095,0,1,0.117,-0.114,0.023,0.185,-0.103,0,4.9,201612OAK-4CAR3532,0,-1.503176044,0.213248639,-0.07123412,1.341122202,4.783272837,0.267241379,0.439655172,0.192982456,0,0,0,17,13,0.034482759,1,1,2.488545455,5.984155844,8.201558442,-2.217402597,19.99194805,-1.043636364,38.5,280,2,0.4,100.565974,26.70649351,24.90006234,7.272727273,6.93983582,283.2211273,0.332891453,OAK,-4,0
0.009,61.1,L,0.039,-0.031,-0.026,0.119,-0.012,-0.117,57.4,W,0.067,-0.124,-0.186,0,-0.171,-0.285,1,1,-0.108,0.057,0.044,-0.122,0.001,0,7.8,201612KC3.5DEN3027,0,-3.515403254,0.072256836,-0.100986501,-1.516398408,3.513759086,0.168224299,0.46728972,0.12037037,0,0,0,6,9.5,0.037383178,1,1,2.385463576,5.024834437,7.43013245,-2.405298013,15.5692053,-1.32781457,33.55555556,230.7777778,1,0.444444444,90.63211921,24.46357616,24.75889735,6.877483444,6.771948517,242.4370199,0.105534927,KC,3.5,0
-0.117,57.4,W,0.067,-0.124,-0.186,0,-0.285,0.009,61.1,L,0.039,-0.031,-0.026,0.119,-0.134,-0.012,0,0,0.057,-0.108,0.007,-0.011,0.06,0,2.5,201612DEN-3.5KC2730,0,0.464163278,0.272024237,-0.02040979,-0.476002551,0.44933429,0.194690265,0.442477876,0.225225225,0,0,1,-6,-9.5,0.07079646,0,0,2.616021127,7.124647887,8.643309859,-1.518661972,18.30352113,-0.218661972,35.5,245,1.375,0.875,83.37359155,22.09507042,21.47278169,6.901408451,6.812445396,247.1587958,0.088963055,DEN,-3.5,0
0.485,85.9,W,0.221,0.226,0.017,0.62,0.242,-0.283,45.3,L,-0.294,-0.142,0.07,-0.177,-0.006,0.314,0,1,0.044,-0.272,0.011,0.123,-0.07,0,3.9,201612NE-9NYJ2217,0,3.446194927,0.860614152,-0.008099688,7.523141967,5.838362261,0.314285714,0.428571429,0.224299065,1,1,0,0,-9,0.00952381,1,1,2.574271845,6.482524272,8.571359223,-2.088834951,14.5815534,-0.308252427,34.33333333,319.1666667,2.666666667,0.166666667,122.4533981,24.51941748,23.41257767,9.296116505,8.926506668,312.6056748,0.369609837,NE,-9,0
-0.283,45.3,L,-0.294,-0.142,0.07,-0.177,0.314,0.485,85.9,W,0.221,0.226,0.017,0.62,-0.09,0.242,1,0,-0.272,0.044,-0.081,-0.125,-0.083,0,9.6,201612NYJ9NE1722,0,-2.196983063,-0.36741355,0.09738885,-2.793092802,-0.660726888,0.174311927,0.449541284,0.211538462,1,1,1,0,9,0.137614679,0,0,2.395070423,6.900352113,9.380985915,-2.480633803,21.48028169,0.586971831,35.5,232.875,0.875,1.625,67.87288732,20.16197183,21.75877465,6.559859155,6.722813839,239.4268662,-0.162954684,NYJ,9,0
0.036,73.9,L,-0.05,0.02,0.027,0.123,0.192,-0.092,45.4,L,0.243,-0.064,-0.207,0.025,-0.036,-0.28,1,1,-0.135,0.329,-0.043,-0.073,-0.018,1,25,201612GB3PHI2713,0,0.440594059,-0.263870727,0.052400523,-1.475901364,-1.989912199,0.264150943,0.349056604,0.188118812,1,1,1,4,7,0.075471698,1,0,2.834414634,5.78097561,8.930243902,-3.149268293,15.61487805,0.49097561,41,276.1,2.5,0.7,95.05804878,27.09756098,26.85798537,6.734146341,6.699813727,284.1048537,0.034332615,GB,3,0
