QB DVOA,QB,PRE W/L,TM,DAVE O,D,RUSH OFF,RUSH DEF,QB DVOA1,QB1,PRE W/L1,TM1,DAVE O,D1,RUSH OFF,PASS OFF,RUSH DEF,ATS,QBE,DIFDW1,DIFDW1O,ST,O DIFF,D DIFF,QBRUND,Eyds/GM,ID,12-6.5% MOVE,NET Yds/Drive,NET Pts/Drive,NET TOs/Drive,NET Avg. Lead,NET LOS/Drive,OFF TDs/Drive,OFF Stops/Drive,d3Outs/Drive,TTL Open O/U,TTL Close O/U,2nd HF SIDE,1st HF Margin,1st HF ATS Margin,INT/Drive,BOFF,BETTER SP,AVG TT,AVG CAY,AVG IAY,AVG AYD,AVG AGG,AYTS,AVG ATT,AVG YDS,AVG TD,AVG INT,AVG RATE,AVGCOMP,AVG xCOMP,AVG YPP,AVG xYPP,AVG xYards,AVG YPP +/-,TEAM,closeline,push
0.053,69.5,W,-0.014,0.014,0.001,0.144,0.165,-0.039,45,W,-0.018,-0.143,-0.059,-0.046,-0.198,-0.076,1,1,-0.129,0.096,-0.038,-0.05,-0.095,0,7.875,20187MIN-3.5NYJ3717,0,0.988160849,-0.167381098,0.010818534,-1.488977342,-2.358644621,0.197183099,0.408450704,0.289855072,0,0,1,3,-0.5,0.042253521,1,0,2.672692308,5.317692308,6.336538462,-1.018846154,10.36730769,-2.043846154,43.33333333,320.1666667,2,0.5,102.3161538,32.02307692,30.47680769,7.388461538,7.104812467,316.2388038,0.283649071,MIN,-3.5,0
-0.039,45,W,-0.018,-0.143,-0.059,-0.046,-0.076,0.053,69.5,W,-0.014,0.014,0.001,0.144,-0.193,0.165,0,0,0.096,-0.129,0.102,-0.059,0.081,0,11.6875,20187NYJ3.5MIN1737,0,-2.985064011,0.23541963,-0.048719772,0.737019915,1.045163585,0.189189189,0.378378378,0.197368421,0,0,0,-3,0.5,0.094594595,0,1,2.797318436,6.345251397,8.748603352,-2.403351955,15.62569832,-0.246368715,29.83333333,224.3333333,1.5,1.166666667,82.60782123,18.68156425,19.35982123,7.519553073,7.603872218,234.493838,-0.084319145,NYJ,3.5,0
-0.001,55.2,W,-0.011,-0.111,-0.065,0.046,0.128,-0.11,54.6,L,0.008,-0.101,-0.1,-0.041,-0.132,-0.062,1,1,-0.019,0.063,0.055,-0.125,0.03,1,35.375,20187HOU4.5JAX207,0,5.253521127,-0.201006036,0.044466801,-2.07806841,5.087323944,0.157142857,0.4,0.169014085,1,1,1,13,17.5,0.1,0,1,3.101705069,7.274654378,9.718894009,-2.444239631,13.82304147,0.697235023,36.16666667,299.6666667,1.5,1.166666667,90.76589862,24.3640553,23.77711982,8.285714286,8.103596445,306.0481613,0.182117841,HOU,4.5,0
-0.11,54.6,L,0.008,-0.101,-0.1,-0.041,-0.062,-0.001,55.2,W,-0.011,-0.111,-0.065,0.046,-0.21,0.128,0,0,0.063,-0.019,0.016,-0.052,0.118,0,28.1875,20187JAX-4.5HOU720,0,3.896167558,-0.332442068,0.145276292,-0.07486631,-2.613636364,0.161764706,0.485294118,0.242424242,1,1,0,-13,-17.5,0.117647059,1,0,2.825274262,5.611392405,7.266244726,-1.654852321,20.25147679,-1.478902954,39.5,279,1.5,1.333333333,81.08649789,25.81434599,28.08702954,7.063291139,7.313134356,319.033789,-0.249843217,JAC,-4.5,0
0.427,79.2,W,0.155,0.181,0.03,0.374,0.358,0.096,59.3,W,0.189,0.019,-0.15,0.279,-0.128,-0.154,1,1,-0.002,0.149,0.009,0.083,-0.104,0,11,20187NO2.5BAL2423,0,4.673076923,0.903846154,0,1.461538462,4.942307692,0.403846154,0.25,0.173076923,1,1,1,-3,-0.5,0,1,1,2.520210526,5.455789474,6.740526316,-1.284736842,13.67157895,-2.175789474,38,331.6,2.2,0,119.2947368,30.97894737,27.69059474,8.726315789,7.919084185,311.1838316,0.807231605,NO,2.5,0
0.096,59.3,W,0.189,0.019,-0.15,0.279,-0.154,0.427,79.2,W,0.155,0.181,0.03,0.374,0.048,0.358,0,0,0.149,-0.002,0.005,0.102,0.158,0,5.875,20187BAL-2.5NO2324,0,11.33479452,0.985205479,0.024474886,6.297899543,3.671232877,0.226666667,0.4,0.315068493,1,1,0,3,0.5,0.053333333,0,0,2.698030303,6.023863636,8.473863636,-2.45,18.15643939,-0.341666667,44,298,1.5,0.666666667,87.12159091,27.78409091,29.33114394,6.772727273,6.865574669,312.5645455,-0.092847396,BAL,-2.5,0
0.358,78.8,W,0.262,0.245,-0.01,0.516,0.039,-0.085,54.3,L,-0.164,-0.086,0.052,-0.002,-0.05,0.181,1,1,0.128,-0.115,-0.005,0.305,-0.085,0,6.5,20187LAR-10SF3910,1,15.34661017,1.118079096,-0.031638418,6.188983051,4.071751412,0.355932203,0.237288136,0.216666667,1,1,0,0,-10,0.084745763,1,1,2.912938144,6.821649485,8.292268041,-1.470618557,15.98505155,-0.395876289,32.33333333,321.3333333,2,0.833333333,107.3005155,22.63917526,21.92051031,9.93814433,9.569108443,311.5218711,0.369035887,LAR,-10,0
-0.085,54.3,L,-0.164,-0.086,0.052,-0.002,0.181,0.358,78.8,W,0.262,0.245,-0.01,0.516,0.21,0.039,0,0,-0.115,0.128,-0.031,-0.063,-0.031,0,2.5625,20187SF10LAR1039,0,1.176332623,-0.252665245,0.151172708,-2.939232409,-8.739232409,0.223880597,0.373134328,0.2,1,1,1,0,10,0.119402985,0,0,2.522719298,4.814912281,5.854385965,-1.039473684,14.04736842,-2.753508772,38,297.3333333,2,1.666666667,87.30526316,26.79824561,29.78967544,7.824561404,8.23296696,331.5240175,-0.408405556,SF,10,0
-0.205,51.7,W,-0.011,-0.04,-0.016,-0.131,0.134,-0.097,49.4,W,-0.048,-0.017,0.041,-0.007,-0.036,0.03,0,1,-0.086,-0.05,0.017,-0.161,0.027,0,20.9375,20187DAL-2WAS1720,0,2.252817623,0.407018443,0.004610656,2.183785861,-0.042520492,0.180327869,0.442622951,0.28125,1,1,1,15,13,0.06557377,0,0,3.032631579,5.828654971,8.131578947,-2.302923977,22.21403509,-0.786549708,28.5,190.6666667,1.166666667,0.666666667,85.51520468,17.76023392,18.52611696,6.69005848,6.717298893,192.276883,-0.027240413,DAL,-2,0
-0.097,49.4,W,-0.048,-0.017,0.041,-0.007,0.03,-0.205,51.7,W,-0.011,-0.04,-0.016,-0.131,0.02,0.134,1,0,-0.05,-0.086,0.029,-0.094,-0.036,0,13.4375,20187WAS2DAL2017,0,0.71877551,-0.00244898,-0.063265306,2.317142857,0.531020408,0.22,0.46,0.204081633,1,1,0,-15,-13,0.04,1,1,2.76374269,5.623976608,7.285964912,-1.661988304,15.18888889,-1.255555556,34.2,241,1.2,0.4,91.87426901,23.63157895,23.36032164,7.046783626,6.998420577,244.561117,0.048363049,WAS,2,0
0.13,62.3,L,0.037,0.084,0.043,0.257,0.115,0.377,85,L,0.233,0.218,0.103,0.605,0.077,0.095,0,0,0.065,0.257,0.001,0.131,-0.054,0,4.625,20187CIN6KC1045,0,-1.719230769,0.226923077,0.01025641,0.130769231,1.674358974,0.316666667,0.366666667,0.123076923,1,1,0,-17,-11,0.116666667,0,0,2.557292576,6.372925764,8.186899563,-1.813973799,18.33973799,-0.943231441,38.16666667,279,2.333333333,1.166666667,94.41441048,25.37554585,25.08604367,7.310043668,7.220796041,280.7261834,0.089247627,CIN,6,0
0.377,85,L,0.233,0.218,0.103,0.605,0.095,0.13,62.3,L,0.037,0.084,0.043,0.257,-0.009,0.115,1,1,0.257,0.065,0.158,0.332,-0.094,0,17.3125,20187KC-6CIN4510,0,-3.75,0.69375,-0.041666667,6.585416667,5.261458333,0.4,0.266666667,0.125,1,1,1,17,11,0.066666667,1,1,2.864292453,6.763679245,9.806132075,-3.04245283,11.80849057,0.882075472,35.33333333,310.8333333,3,0.666666667,106.3018868,23.04245283,23.49485849,8.797169811,8.783859921,314.1124811,0.01330989,KC,-6,0
-0.135,41.6,L,-0.121,-0.024,0.082,0.053,0.224,0.268,68.5,W,-0.085,0.093,0.168,0.352,-0.227,0.302,1,0,0.025,-0.128,-0.016,0.049,-0.019,0,4.1875,20187NYG5.5ATL2023,0,-2.48130123,-0.598104508,0.027407787,-5.078253074,-3.556864754,0.171875,0.46875,0.262295082,1,1,1,-7,-1.5,0.0625,0,0,2.61326087,4.640434783,6.927391304,-2.286956522,17.83,-2.563043478,38.33333333,277,1,0.666666667,89.95086957,26.62173913,26.81288696,7.226086957,7.135965063,274.6964913,0.090121894,NYG,5.5,0
0.268,68.5,W,-0.085,0.093,0.168,0.352,0.302,-0.135,41.6,L,-0.121,-0.024,0.082,0.053,-0.055,0.224,0,1,-0.128,0.025,-0.012,0.014,-0.195,0,16.6875,20187ATL-5.5NYG2320,0,-2.947668651,-0.327132937,-0.048363095,0.374007937,-1.425099206,0.3125,0.421875,0.142857143,1,1,0,7,1.5,0.03125,1,1,2.677053571,7.101785714,9.507142857,-2.405357143,14.28660714,0.113392857,37.33333333,326,2.333333333,0.5,110.0410714,26.10267857,24.43503125,8.732142857,8.19014163,308.1578348,0.542001227,ATL,-5.5,0
0.25,67.1,L,0.072,0.026,-0.005,0.191,0.071,0.009,54.1,W,0.045,-0.104,-0.112,0.083,-0.169,0.048,0,1,0.144,0.037,0.052,0.091,0.037,0,0,20188MIA7HOU2342,0,-10.20902071,-0.328887329,-0.033345033,-1.182081432,4.119164619,0.220779221,0.480519481,0.148648649,0,0,0,-4,3,0.090909091,1,1,2.770533333,5.053333333,7.829333333,-2.776,5.326666667,-0.636,37.5,309.5,2.5,1,103.1666667,25.52,25.40913333,8.253333333,8.155892199,322.10044,0.097441134,MIA,7,0
0.009,54.1,W,0.045,-0.104,-0.112,0.083,0.048,0.25,67.1,L,0.072,0.026,-0.005,0.191,-0.04,0.071,1,0,0.037,0.144,0.049,-0.1,0.082,0,35.375,20188HOU-7MIA4223,0,4.532369768,-0.01535682,0.001656128,-0.367509786,6.262872629,0.160493827,0.419753086,0.170731707,0,0,1,4,-3,0.086419753,0,0,3.098547718,7.287136929,9.667219917,-2.380082988,14.51784232,0.62780083,34.42857143,276.7142857,1.428571429,1,89.87302905,23.13278008,22.78593776,8.037344398,7.917196799,290.4646763,0.120147599,HOU,-7,0
0.052,60.8,L,-0.031,-0.041,-0.02,0.044,0.001,-0.11,47.5,L,-0.044,-0.141,-0.089,-0.092,-0.182,-0.051,1,1,-0.142,0.011,-0.018,-0.108,-0.029,0,7.5,20188PHI-3JAX2418,0,0.023484344,0.225682878,0.034976682,0.798217855,-2.732345103,0.215189873,0.430379747,0.197368421,0,1,1,4,1,0.025316456,1,0,2.68574359,6.010769231,7.662051282,-1.651282051,12.82051282,-1.61025641,39,300.4,2,0.2,107.5446154,28.00512821,26.2528,7.702564103,7.295366311,288.6285949,0.407197791,PHI,-3,0
-0.11,47.5,L,-0.044,-0.141,-0.089,-0.092,-0.051,0.052,60.8,L,-0.031,-0.041,-0.02,0.044,-0.091,0.001,0,0,0.011,-0.142,0.013,-0.095,0.089,1,28.1875,20188JAX3PHI1824,0,3.371527207,-0.450764425,0.163241821,-1.559345718,-4.191681736,0.151898734,0.506329114,0.233766234,0,1,0,-4,-1,0.113924051,0,1,2.75,4.6,5.6,-1,6.7,-3,30,156,1,1,79.3,21,20.61,5.2,5.1324,153.972,0.0676,JAC,3,0
-0.279,39.6,L,-0.134,-0.21,-0.121,-0.335,-0.234,0.089,67.9,W,0.108,0.131,0.001,0.248,-0.068,0.078,0,0,-0.102,-0.08,-0.053,-0.2,0.109,0,2.625,20188CLE8PIT1833,0,-3.242718447,-0.203883495,-0.106796117,-3.325242718,1.766990291,0.165048544,0.59223301,0.203883495,0,0,0,-8,0,0.067961165,0,0,2.83342246,6.389304813,9.241176471,-2.851871658,17.10695187,0.02513369,37.4,258.2,1.2,1,78.52032086,22.03743316,24.75424599,6.903743316,7.288378336,283.6911711,-0.384635021,CLE,8,0
0.089,67.9,W,0.108,0.131,0.001,0.248,0.078,-0.279,39.6,L,-0.134,-0.21,-0.121,-0.335,-0.077,-0.234,1,1,-0.08,-0.102,-0.027,-0.044,-0.052,0,14.6875,20188PIT-8CLE3318,0,3.122763609,0.10201751,0.032736962,1.490768938,-4.204225352,0.281690141,0.422535211,0.175675676,0,0,1,8,0,0.084507042,1,1,2.644559387,4.669731801,8.134482759,-3.464750958,14.93524904,-0.634099617,43.5,338.8333333,2,1,94.37969349,29.55938697,30.57427586,7.789272031,7.871758426,355.0866743,-0.082486396,PIT,-8,0
-0.042,42.4,W,0.138,0.079,-0.07,0.093,-0.179,0.431,84.9,W,0.311,0.281,0.074,0.659,0.092,0.042,1,0,0.216,0.335,-0.012,0.214,0.052,0,10.125,20188DEN10KC2330,0,1.10813253,-0.088403614,-0.02003012,1.044126506,1.584337349,0.2125,0.525,0.240963855,1,0,0,-2,8,0.1125,0,0,2.678818898,6.214566929,7.975590551,-1.761023622,16.15511811,-1.085433071,36.28571429,264,1.142857143,1.285714286,80.94291339,24.3503937,24.97901969,7.275590551,7.37210475,283.6786969,-0.096514198,DEN,10,0
0.431,84.9,W,0.311,0.281,0.074,0.659,0.042,-0.042,42.4,W,0.138,0.079,-0.07,0.093,0.167,-0.179,0,1,0.335,0.216,0.123,0.37,-0.048,0,17.3125,20188KC-10DEN3023,0,2.060321191,1.031335684,-0.0346651,8.061006659,4.228162946,0.420289855,0.246376812,0.162162162,1,0,1,2,-8,0.072463768,1,1,2.858964143,6.551792829,9.6187251,-3.066932271,10.37768924,0.682868526,35.85714286,317.5714286,3.142857143,0.714285714,109.0051793,23.812749,23.83764542,8.856573705,8.761253634,317.6526056,0.095320071,KC,-10,0
-0.2,35.7,L,-0.068,-0.189,-0.057,-0.177,-0.061,0.011,66.5,L,0.095,0.015,-0.107,0.149,0.036,-0.119,0,0,0.046,0.207,0.083,-0.108,0.07,0,11.6875,20188NYJ7.5CHI1024,0,-3.253225036,-0.045986622,0.001791687,-0.657011467,-1.951266125,0.175824176,0.406593407,0.239130435,1,1,0,-4,3.5,0.10989011,0,1,2.771221719,6.108597285,9.195475113,-3.086877828,17.63529412,0.009502262,31.57142857,221.7142857,1.428571429,1.428571429,73.44615385,18.36199095,20.56550226,7.022624434,7.284091288,237.1919502,-0.261466854,NYJ,7.5,0
0.011,66.5,L,0.095,0.015,-0.107,0.149,-0.119,-0.2,35.7,L,-0.068,-0.189,-0.057,-0.177,-0.177,-0.061,1,1,0.207,0.046,-0.034,0.145,0.167,0,31.375,20188CHI-7.5NYJ2410,0,5.512510975,0.563652327,-0.086040386,4.210930641,0.892449517,0.268656716,0.328358209,0.25,1,1,1,4,-3.5,0.089552239,1,0,2.703554502,6.167298578,9.190047393,-3.022748815,18.49194313,0.465876777,35.16666667,265.6666667,2.166666667,1,91.96018957,23.55924171,23.15772038,7.55450237,7.337754658,261.0200095,0.216747712,CHI,-7.5,0
-0.075,47.7,W,-0.031,-0.017,0.027,0.035,0.042,-0.083,43.1,L,-0.12,-0.013,0.099,0.089,-0.084,0.245,1,1,-0.033,0.026,0.027,-0.077,-0.012,0,13.4375,20188WAS1NYG2013,0,1.316666667,-0.033333333,-0.083333333,2.641666667,2.55,0.2,0.5,0.216666667,1,1,1,4,5,0.033333333,0,1,2.796428571,5.773979592,7.810714286,-2.036734694,16.3127551,-0.955102041,32.66666667,230.5,1.166666667,0.333333333,91.86479592,22.40306122,22.28119898,7.056122449,7.046622034,236.8885255,0.009500415,WAS,1,0
-0.083,43.1,L,-0.12,-0.013,0.099,0.089,0.245,-0.075,47.7,W,-0.031,-0.017,0.027,0.035,-0.045,0.042,0,0,0.026,-0.033,-0.006,0.058,-0.038,0,4.1875,20188NYG-1WAS1320,0,-2.384931507,-0.566144814,0.010176125,-5.019765166,-2.68258317,0.178082192,0.479452055,0.228571429,1,1,0,-4,-5,0.054794521,1,0,2.615634328,4.918283582,6.980223881,-2.061940299,17.9108209,-2.49738806,38.28571429,294.4285714,1,0.571428571,93.33246269,26.67537313,26.54023881,7.690298507,7.530287181,289.1802351,0.160011327,NYG,-1,0
0.025,48.5,W,0.093,0.004,-0.098,0.163,-0.167,0.075,59.4,W,-0.13,0.038,0.148,0.11,-0.002,0.285,1,0,0.063,-0.11,-0.013,-0.024,0.121,1,22.875,20188SEA3DET2814,0,-3.014705882,0.410633484,-0.111764706,2.059502262,2.282352941,0.25,0.470588235,0.169230769,1,1,1,14,17,0.058823529,0,1,2.887030303,7.153939394,8.782424242,-1.628484848,14.55030303,-0.644242424,27.5,218,2.166666667,0.666666667,103.2315152,18.13939394,18.11598182,7.927272727,7.872524802,222.1840848,0.054747925,SEA,3,0
0.075,59.4,W,-0.13,0.038,0.148,0.11,0.285,0.025,48.5,W,0.093,0.004,-0.098,0.163,-0.059,-0.167,0,1,-0.11,0.063,-0.033,-0.006,-0.116,0,5.6875,20188DET-3SEA1428,0,-0.433296884,-0.021323127,0.045106616,1.616593767,1.042646255,0.258064516,0.35483871,0.152542373,1,1,0,-14,-17,0.096774194,1,0,2.64258216,5.185446009,7.6657277,-2.48028169,16.89201878,-1.213615023,35.5,267,2,0.833333333,98.09624413,25.8028169,25.78031925,7.521126761,7.308726503,276.4566009,0.212400258,DET,-3,0
0.053,64.7,W,-0.142,0.053,0.17,0.322,0.441,0.035,61.1,L,-0.077,0.014,0.08,0.145,-0.077,0.148,1,1,-0.07,-0.049,-0.034,0.113,-0.191,1,15.1875,20188TB4CIN3437,0,2.957142857,-0.385714286,0.142857143,-1.371428571,-2.642857143,0.285714286,0.3,0.257142857,0,0,1,-18,-14,0.157142857,1,0,2.580176991,8.015044248,10.23893805,-2.223893805,21.25663717,1.118584071,37.66666667,301.6666667,1.666666667,2,85.6159292,28.44247788,26.54407965,8.008849558,7.451771904,317.2326991,0.557077654,TB,4,0
0.035,61.1,L,-0.077,0.014,0.08,0.145,0.148,0.053,64.7,W,-0.142,0.053,0.17,0.322,-0.197,0.441,0,0,-0.049,-0.07,-0.01,0.031,-0.093,0,4.625,20188CIN-4TB3734,0,-6.657915058,-0.225482625,0.006949807,-2.229343629,1.736679537,0.285714286,0.4,0.108108108,0,0,0,18,14,0.114285714,0,1,2.554224806,6.241085271,8.199612403,-1.958527132,17.82945736,-0.848449612,36.85714286,260.2857143,2.142857143,1.142857143,90.95077519,24.20930233,24.18299225,7.062015504,7.023389803,266.9844651,0.038625701,CIN,-4,0
0.107,58.1,L,0.18,0.051,-0.12,0.307,-0.079,0.052,59.3,W,0.08,0.062,0.004,0.19,0.144,0.158,0,0,0.14,0.099,-0.002,0.128,0.101,0,5.875,20188BAL-2.5CAR2136,1,10.275,0.857981928,0.008885542,5.781099398,3.058433735,0.240963855,0.409638554,0.2875,0,0,0,-17,-19.5,0.048192771,0,0,2.745907591,6.14950495,8.412871287,-2.263366337,17.80165017,-0.24620462,43.28571429,295.2857143,1.571428571,0.571428571,88.53465347,27.16831683,28.74342244,6.821782178,6.944350663,309.8695545,-0.122568485,BAL,-2.5,0
0.052,59.3,W,0.08,0.062,0.004,0.19,0.158,0.107,58.1,L,0.18,0.051,-0.12,0.307,-0.124,-0.079,1,1,0.099,0.14,0.031,0.176,-0.066,1,32,20188CAR2.5BAL3621,0,0.37704918,0.06557377,-0.049180328,-0.114754098,1.557377049,0.262295082,0.442622951,0.196721311,0,0,1,17,19.5,0.06557377,1,1,2.740669856,5.05215311,7.711004785,-2.658851675,17.70430622,-1.206220096,34.83333333,237.8333333,1.833333333,0.666666667,94.70861244,24.07655502,23.38199043,6.827751196,6.719649041,246.9218852,0.108102155,CAR,2.5,0
-0.008,61.2,W,0.035,0.001,-0.004,0.101,0.078,0.07,43.5,L,-0.168,-0.025,0.116,0.168,-0.169,0.363,1,1,0.052,-0.122,0.034,-0.013,0.057,0,13.75,20188IND-3OAK4228,1,-2.758153388,0.1728965,-0.025167535,-0.321221147,0.460461653,0.258823529,0.364705882,0.151898734,0,0,1,-1,-4,0.094117647,1,1,2.622025723,5.440836013,6.996463023,-1.55562701,16.41543408,-1.602250804,44.42857143,278.2857143,2.857142857,1.142857143,91.93987138,31.5755627,32.47251768,6.263665595,6.402402425,314.0161961,-0.13873683,IND,-3,0
0.07,43.5,L,-0.168,-0.025,0.116,0.168,0.363,-0.008,61.2,W,0.035,0.001,-0.004,0.101,-0.086,0.078,0,0,-0.122,0.052,-0.035,-0.051,-0.096,0,4.375,20188OAK3IND2842,0,-2.651515152,-1,0.075757576,-2.893939394,-4.318181818,0.151515152,0.424242424,0.242424242,0,0,0,1,4,0.121212121,0,0,2.575622318,4.375965665,5.951502146,-1.575536481,11.59527897,-2.46695279,38.83333333,297.1666667,1.166666667,1.333333333,87.90386266,28.65236052,28.8381073,7.652360515,7.54954515,315.0867811,0.102815365,OAK,3,0
-0.283,44.8,L,-0.218,-0.145,0.036,-0.106,0.125,-0.34,35.6,L,-0.314,-0.343,-0.042,-0.399,-0.298,-0.006,0,1,-0.169,-0.263,-0.043,-0.141,-0.008,0,2.5625,20188SF-1ARI1518,1,-0.512195122,-0.552022229,0.178604508,-4.730781105,-9.679530719,0.202531646,0.379746835,0.182926829,1,1,0,2,1,0.126582278,1,0,2.564326241,4.773758865,6.437588652,-1.663829787,15.60851064,-2.494326241,35.25,265.5,1.75,1.75,81.32978723,24.53900709,27.37869504,7.531914894,7.96031056,303.2451631,-0.428395666,SF,-1,0
-0.34,35.6,L,-0.314,-0.343,-0.042,-0.399,-0.006,-0.283,44.8,L,-0.218,-0.145,0.036,-0.106,-0.102,0.125,1,0,-0.263,-0.169,-0.015,-0.337,0.026,0,6.3125,20188ARI1SF1815,0,-12.7875,-1.15,0.0375,-7.2125,-1.625,0.125,0.575,0.2,1,1,1,-2,-1,0.1125,0,1,2.544590164,6.66557377,8.678688525,-2.013114754,21.28278689,-0.57295082,30.5,196,0.75,1,69.18196721,17.41803279,18.69951639,6.426229508,6.687965708,204.9861148,-0.2617362,ARI,1,0
0.102,55.8,W,0.056,0.123,0.036,0.214,0.053,0.333,80.3,W,0.335,0.262,-0.059,0.492,0.203,-0.072,1,0,-0.047,0.201,-0.042,0.01,-0.046,1,19.125,20188GB9.5LAR2729,0,5.370588235,-0.000420168,-0.017647059,-2.068697479,-1.307983193,0.2,0.385714286,0.279411765,0,1,1,2,11.5,0.028571429,0,0,2.86503937,6.237795276,8.762992126,-2.52519685,11.82047244,-0.632283465,42.33333333,332.8333333,2,0.166666667,100.1425197,26.54330709,27.7440315,7.862204724,8.025524214,349.1168583,-0.16331949,GB,9.5,0
0.333,80.3,W,0.335,0.262,-0.059,0.492,-0.072,0.102,55.8,W,0.056,0.123,0.036,0.214,0.088,0.053,0,1,0.201,-0.047,0.008,0.291,-0.015,0,6.5,20188LAR-9.5GB2927,0,14.36521909,1.306729264,-0.082159624,7.661482786,5.964397496,0.352112676,0.253521127,0.208333333,0,1,0,-2,-11.5,0.070422535,1,1,2.909311927,6.885321101,8.381192661,-1.49587156,15.60137615,-0.275229358,31.14285714,304.2857143,2,0.714285714,109.5133028,22.12844037,21.33036239,9.770642202,9.386637788,298.1301055,0.384004413,LAR,-9.5,0
0.427,82.9,W,0.153,0.189,0.046,0.406,0.332,0.073,66.6,W,0.028,0.021,-0.021,0.171,-0.189,0.075,1,1,-0.004,-0.087,0.015,0.085,-0.114,0,11,20188NO1MIN3020,1,4.243220339,0.857627119,0.018361582,1.189689266,4.714689266,0.406779661,0.254237288,0.166666667,1,1,1,4,5,0,1,1,2.536545455,5.611818182,6.762272727,-1.150454545,14.53454545,-2.029090909,36.66666667,311.6666667,2.166666667,0,118.6954545,29.75454545,26.51642273,8.5,7.709051493,294.8449455,0.790948507,NO,1,0
0.073,66.6,W,0.028,0.021,-0.021,0.171,0.075,0.427,82.9,W,0.153,0.189,0.046,0.406,0.05,0.332,0,0,-0.087,-0.004,-0.018,-0.037,-0.057,0,7.875,20188MIN-1NO2030,0,1.700481155,0.117749265,-0.036086608,0.128775728,1.024726009,0.206896552,0.425287356,0.302325581,1,1,0,-4,-5,0.034482759,0,0,2.664333333,5.515333333,6.998333333,-1.483,10.985,-1.478,42.85714286,308.8571429,2,0.428571429,101.4606667,31.08666667,29.52256667,7.206666667,6.927097472,304.8573633,0.279569195,MIN,-1,0
0.099,74.7,W,0.149,0.145,0.006,0.284,0.064,-0.885,25.2,L,-0.394,-0.457,-0.077,-0.785,-0.159,-0.127,1,1,-0.031,-0.161,0.002,0.005,-0.013,0,8.75,20188NE-14BUF266,0,4.003246753,0.466450216,-0.023809524,4.670995671,-2.63961039,0.298701299,0.350649351,0.178571429,1,1,1,6,-8,0.090909091,1,1,2.57348,5.286,7.564,-2.278,15.6012,-0.8028,35.71428571,268,2.285714286,1,99.682,25.036,25.134524,7.504,7.513050779,275.80732,-0.009050779,NE,-14,0
-0.885,25.2,L,-0.394,-0.457,-0.077,-0.785,-0.127,0.099,74.7,W,0.149,0.145,0.006,0.284,0.02,0.064,0,0,-0.161,-0.031,-0.014,-0.376,0.178,0,0,20188BUF14NE626,0,-8.654320988,-1.098765432,0.024691358,-7.895061728,-1.518518519,0.086419753,0.530864198,0.185185185,1,1,0,-6,8,0.148148148,0,0,2.59,6.1,6.2,-0.1,6.5,-3,31,175,0,3,39.8,20,21.948,5.64516129,5.999895942,185.9967742,-0.354734651,BUF,14,0
0.1,50.5,L,-0.182,0.004,0.155,0.232,0.37,-0.249,43.2,L,-0.231,-0.16,0.037,-0.093,-0.142,0.109,0,1,-0.136,-0.182,-0.037,-0.007,-0.132,0,4.375,20189OAK3SF334,1,-4.013333333,-1.066666667,0.08,-2.886666667,-4.933333333,0.186666667,0.413333333,0.226666667,1,1,0,-14,-11,0.106666667,1,0,2.590038314,4.432183908,5.988888889,-1.556704981,11.49923372,-2.406130268,37.28571429,289.5714286,1.428571429,1.142857143,93.12796935,27.83141762,27.90411877,7.766283525,7.645517318,306.6491494,0.120766207,OAK,3,0
-0.249,43.2,L,-0.231,-0.16,0.037,-0.093,0.109,0.1,50.5,L,-0.182,0.004,0.155,0.232,-0.162,0.37,1,0,-0.182,-0.136,-0.036,-0.155,-0.006,0,2.5625,20189SF-3OAK343,0,-1.370554177,-0.563393596,0.133049746,-3.805624483,-7.234550396,0.186813187,0.406593407,0.182795699,1,1,1,14,11,0.10989011,0,0,2.613313609,4.976923077,6.795857988,-1.818934911,14.79526627,-2.296449704,33.8,250.4,1.6,1.4,81.7556213,22.79289941,25.93218935,7.408284024,7.952330112,289.708213,-0.544046089,SF,-3,0
0.075,59.3,L,-0.159,0.037,0.168,0.117,0.35,0.058,65.6,L,0.012,0.006,-0.035,0.14,-0.172,0.049,0,0,-0.139,-0.103,-0.037,-0.004,-0.126,0,5.6875,20189DET4MIN924,0,0.476627883,-0.182894468,0.068789549,-0.014390692,-0.416411513,0.253521127,0.366197183,0.15942029,1,1,0,-11,-7,0.098591549,1,0,2.6643083,5.219367589,7.528853755,-2.309486166,16.98814229,-1.227272727,36.14285714,273.1428571,2,0.857142857,97.90711462,25.99209486,25.87829249,7.557312253,7.360113617,281.0247273,0.197198636,DET,4,0
0.058,65.6,L,0.012,0.006,-0.035,0.14,0.049,0.075,59.3,L,-0.159,0.037,0.168,0.117,-0.028,0.35,1,1,-0.103,-0.139,-0.033,-0.047,-0.039,0,7.875,20189MIN-4DET249,0,2.812568546,0.035534108,-0.02489581,-0.250767712,-0.628317614,0.216494845,0.412371134,0.287234043,1,1,1,11,7,0.041237113,0,1,2.657800587,5.705865103,7.058651026,-1.352785924,11.7202346,-1.372434018,42.625,315.125,2,0.5,102.2108504,31.07624633,29.17718475,7.392961877,7.035308555,306.787563,0.357653322,MIN,-4,0
